id,name,type1,type2,hp,attack,defense,sp_attack,sp_defense,speed,height,weight,abilities,description
705,Sliggoo,Dragon,,68,75,53,83,113,60,8,175,"Sap Sipper, Hydration","It drives away opponents by excreting a sticky liquid that can dissolve anything. Its eyes devolved, so it can’t see anything."
706,Goodra,Dragon,,90,100,70,110,150,80,20,1505,"Sap Sipper, Hydration","This very friendly Dragon-type Pokémon will hug its beloved Trainer, leaving that Trainer covered in sticky slime."
707,Klefki,Steel,Fairy,57,80,91,80,87,75,2,30,"Prankster, Magician",These key collectors threaten any attackers by fiercely jingling their keys at them.
708,Phantump,Ghost,Grass,43,70,48,50,60,38,4,70,"Natural Cure, Frisk",These Pokémon are created when spirits possess rotten tree stumps. They prefer to live in abandoned forests.
709,Trevenant,Ghost,Grass,85,110,76,65,82,56,15,710,"Natural Cure, Frisk","It can control trees at will. It will trap people who harm the forest, so they can never leave."
710,Pumpkaboo-average,Ghost,Grass,49,66,70,44,55,51,4,50,"Pickup, Frisk","The pumpkin body is inhabited by a spirit trapped in this world. As the sun sets, it becomes restless and active."
711,Gourgeist-average,Ghost,Grass,65,90,122,58,75,84,9,125,"Pickup, Frisk","Singing in eerie voices, they wander town streets on the night of the new moon. Anyone who hears their song is cursed."
712,Bergmite,Ice,,55,69,85,32,35,28,10,995,"Own Tempo, Ice Body",It blocks opponents’ attacks with the ice that shields its body. It uses cold air to repair any cracks with new ice.
713,Avalugg,Ice,,95,117,184,44,46,28,20,5050,"Own Tempo, Ice Body",Its ice-covered body is as hard as steel. Its cumbersome frame crushes anything that stands in its way.
714,Noibat,Flying,Dragon,40,30,35,45,40,55,5,80,"Frisk, Infiltrator","They live in pitch-black caves. Their enormous ears can emit ultrasonic waves of 200,000 hertz."
715,Noivern,Flying,Dragon,85,70,80,97,80,123,15,850,"Frisk, Infiltrator",They fly around on moonless nights and attack careless prey. Nothing can beat them in a battle in the dark.
716,Xerneas,Fairy,,126,131,95,131,98,99,30,2150,Fairy Aura,Legends say it can share eternal life. It slept for a thousand years in the form of a tree before its revival.
717,Yveltal,Dark,Flying,126,131,95,131,98,99,58,2030,Dark Aura,"When this legendary Pokémon’s wings and tail feathers spread wide and glow red, it absorbs the life force of living creatures."
718,Zygarde-50,Dragon,Ground,108,100,121,81,95,95,50,3050,Aura Break,"When the Kalos region’s ecosystem falls into disarray, it appears and reveals its secret power."
719,Diancie,Rock,Fairy,50,100,150,100,150,50,7,88,Clear Body,"A sudden transformation of Carbink, its pink, glimmering body is said to be the loveliest sight in the whole world."
720,Hoopa,Psychic,Ghost,80,110,60,150,130,70,5,90,Magician,"This troublemaker sends anything and everything to faraway places using its loop, which can warp space."
721,Volcanion,Fire,Water,80,110,120,130,90,70,17,1950,Water Absorb,It lets out billows of steam and disappears into the dense fog. It’s said to live in mountains where humans do not tread.
722,Rowlet,Grass,Flying,68,55,55,50,50,42,3,15,"Overgrow, Long Reach","This wary Pokémon uses photosynthesis to store up energy during the day, while becoming active at night."
723,Dartrix,Grass,Flying,78,75,75,70,70,52,7,160,"Overgrow, Long Reach","A bit of a dandy, it spends its free time preening its wings. Its preoccupation with any dirt on its plumage can leave it unable to battle."
724,Decidueye,Grass,Ghost,78,107,75,100,100,70,16,366,"Overgrow, Long Reach","It fires arrow quills from its wings with such precision, they can pierce a pebble at distances over a hundred yards."
725,Litten,Fire,,45,65,40,60,40,70,4,43,"Blaze, Intimidate","While grooming itself, it builds up fur inside its stomach. It sets the fur alight and spews fiery attacks, which change based on how it coughs."
726,Torracat,Fire,,65,85,50,80,50,90,7,250,"Blaze, Intimidate","At its throat, it bears a bell of fire. The bell rings brightly whenever this Pokémon spits fire."
727,Incineroar,Fire,Dark,95,115,90,80,90,60,18,830,"Blaze, Intimidate","This Pokémon has a violent, selfish disposition. If it’s not in the mood to listen, it will ignore its Trainer’s orders with complete nonchalance."
728,Popplio,Water,,50,54,54,66,56,40,4,75,"Torrent, Liquid Voice","This Pokémon snorts body fluids from its nose, blowing balloons to smash into its foes. It’s famous for being a hard worker."
729,Brionne,Water,,60,69,69,91,81,50,6,175,"Torrent, Liquid Voice","A skillful dancer, it creates a sequence of water balloons as it dances, and briskly bombards its enemies."
730,Primarina,Water,Fairy,80,74,74,126,116,60,18,440,"Torrent, Liquid Voice",It controls its water balloons with song. The melody is learned from others of its kind and is passed down from one generation to the next.
731,Pikipek,Normal,Flying,35,75,30,30,30,65,3,12,"Keen Eye, Skill Link",It can peck at a rate of 16 times a second to drill holes in trees. It uses the holes for food storage and for nesting.
732,Trumbeak,Normal,Flying,55,85,50,40,50,75,6,148,"Keen Eye, Skill Link","It eats berries and stores their seeds in its beak. When it encounters enemies or prey, it fires off all the seeds in a burst."
733,Toucannon,Normal,Flying,80,120,75,75,75,60,11,260,"Keen Eye, Skill Link","When it battles, its beak heats up. The temperature can easily exceed 212 degrees Fahrenheit, causing severe burns when it hits."
734,Yungoos,Normal,,48,70,30,30,30,45,4,60,"Stakeout, Strong Jaw","With its sharp fangs, it will bite anything. It did not originally live in Alola but was imported from another region."
735,Gumshoos,Normal,,88,110,60,55,60,45,7,142,"Stakeout, Strong Jaw","When it finds a trace of its prey, it patiently stakes out the location...but it’s always snoozing by nightfall."
736,Grubbin,Bug,,47,62,45,55,45,46,4,44,Swarm,Its strong jaw enables it to scrape trees and slurp out the sap. It normally lives underground.
737,Charjabug,Bug,Electric,57,82,95,55,75,36,5,105,Battery,"Its body is capable of storing electricity. On camping trips, people are grateful to have one around."
738,Vikavolt,Bug,Electric,77,70,90,145,75,43,15,450,Levitate,"It zips around, on sharp lookout for an opening. It concentrates electrical energy within its large jaws and uses it to zap its enemies."
739,Crabrawler,Fighting,,47,82,57,42,47,63,6,70,"Hyper Cutter, Iron Fist","While guarding its weak points with its pincers, it looks for an opening and unleashes punches. When it loses, it foams at the mouth and faints."
740,Crabominable,Fighting,Ice,97,132,77,62,67,43,17,1800,"Hyper Cutter, Iron Fist","It aimed for the top but got lost and ended up on a snowy mountain. Being forced to endure the cold, this Pokémon evolved and grew fur."
741,Oricorio-baile,Fire,Flying,75,70,70,98,70,93,6,34,Dancer,"It beats its wings together to create fire. As it moves in the steps of its beautiful dance, it bathes opponents in intense flames."
742,Cutiefly,Bug,Fairy,40,45,40,55,40,84,1,2,"Honey Gather, Shield Dust","It feeds on the nectar and pollen of flowers. Because it’s able to sense auras, it can identify which flowers are about to bloom."
743,Ribombee,Bug,Fairy,60,55,60,95,70,124,2,5,"Honey Gather, Shield Dust","It rolls up pollen into puffs. It makes many different varieties, some used as food and others used in battle."
744,Rockruff,Rock,,45,65,40,30,40,60,5,92,"Keen Eye, Vital Spirit","It’s considered to be a good Pokémon for beginners because of its friendliness, but its disposition grows rougher as it grows up."
745,Lycanroc-midday,Rock,,75,115,65,55,65,112,8,250,"Keen Eye, Sand Rush","Its quick movements confuse its enemies. Well equipped with claws and fangs, it also uses the sharp rocks in its mane as weapons."
746,Wishiwashi-solo,Water,,45,20,20,25,25,40,2,3,Schooling,"When it’s in trouble, its eyes moisten and begin to shine. The shining light attracts its comrades, and they stand together against their enemies."
747,Mareanie,Poison,Water,50,53,62,43,52,45,4,80,"Merciless, Limber","It plunges the poison spike on its head into its prey. When the prey has weakened, Mareanie deals the finishing blow with its 10 tentacles."
748,Toxapex,Poison,Water,50,63,152,53,142,35,7,145,"Merciless, Limber",Toxapex crawls along the ocean floor on its 12 legs. It leaves a trail of Corsola bits scattered in its wake.
749,Mudbray,Ground,,70,100,70,45,55,45,10,1100,"Own Tempo, Stamina",The mud stuck to Mudbray’s hooves enhances its grip and its powerful running gait.
750,Mudsdale,Ground,,100,125,100,55,85,35,25,9200,"Own Tempo, Stamina","It spits a mud that provides resistance to both wind and rain, so the walls of old houses were often coated with it."
751,Dewpider,Water,Bug,38,40,52,40,72,27,3,40,"Water Bubble, Water Absorb",It crawls onto the land in search of food. Its water bubble allows it to breathe and protects its soft head.
752,Araquanid,Water,Bug,68,70,92,50,132,42,18,820,"Water Bubble, Water Absorb","It delivers headbutts with the water bubble on its head. Small Pokémon get sucked into the bubble, where they drown."
753,Fomantis,Grass,,40,55,35,50,35,35,3,15,"Leaf Guard, Contrary","During the day, it sleeps and soaks up light. When night falls, it walks around looking for a safer place to sleep."
754,Lurantis,Grass,,70,105,90,80,90,45,9,185,"Leaf Guard, Contrary","It requires a lot of effort to maintain Lurantis’s vivid coloring, but some collectors enjoy this work and treat it as their hobby."
755,Morelull,Grass,Fairy,40,35,55,65,75,15,2,15,"Illuminate, Effect Spore",It scatters spores that flicker and glow. Anyone seeing these lights falls into a deep slumber.
756,Shiinotic,Grass,Fairy,60,45,80,90,100,30,10,115,"Illuminate, Effect Spore",Forests where Shiinotic live are treacherous to enter at night. People confused by its strange lights can never find their way home again.
757,Salandit,Poison,Fire,48,44,40,71,40,77,6,48,"Corrosion, Oblivious","It burns its bodily fluids to create a poisonous gas. When its enemies become disoriented from inhaling the gas, it attacks them."
758,Salazzle,Poison,Fire,68,64,60,111,60,117,12,222,"Corrosion, Oblivious","For some reason, only females have been found. It creates a reverse harem of male Salandit that it lives with."
759,Stufful,Normal,Fighting,70,75,50,45,50,50,5,68,"Fluffy, Klutz","Despite its adorable appearance, when it gets angry and flails about, its arms and legs could knock a pro wrestler sprawling."
760,Bewear,Normal,Fighting,120,125,80,55,60,60,21,1350,"Fluffy, Klutz",This immensely dangerous Pokémon possesses overwhelming physical strength. Its habitat is generally off-limits.
761,Bounsweet,Grass,,42,30,38,30,38,32,3,32,"Leaf Guard, Oblivious",A delectable aroma pours from its body. They are often swallowed whole by Toucannon lured by that wafting deliciousness.
762,Steenee,Grass,,52,40,48,40,48,62,7,82,"Leaf Guard, Oblivious","The sepals on its head developed to protect its body. These are quite hard, so even if pecked by bird Pokémon, this Pokémon is totally fine."
763,Tsareena,Grass,,72,120,98,50,98,72,12,214,"Leaf Guard, Queenly Majesty","Its long, striking legs aren’t just for show but to be used to kick with skill. In victory, it shows off by kicking the defeated, laughing boisterously."
764,Comfey,Fairy,,51,52,90,82,110,100,1,3,"Flower Veil, Triage","It attaches flowers to its highly nutritious vine. This revitalizes the flowers, and they give off an aromatic scent."
765,Oranguru,Normal,Psychic,90,60,80,90,110,60,15,760,"Inner Focus, Telepathy","Known for its extreme intelligence, this Pokémon will look down on inexperienced Trainers, so it’s best suited to veteran Trainers."
766,Passimian,Fighting,,100,120,90,40,60,80,20,828,"Receiver, Defiant",They form groups of roughly 20 individuals. Their mutual bond is remarkable—they will never let down a comrade.
767,Wimpod,Bug,Water,25,35,40,20,30,80,5,120,Wimp Out,"This Pokémon is a coward. As it desperately dashes off, the flailing of its many legs leaves a sparkling clean path in its wake."
768,Golisopod,Bug,Water,75,125,140,60,90,40,20,1080,Emergency Exit,"With a flashing slash of its giant sharp claws, it cleaves seawater—or even air—right in two."
769,Sandygast,Ghost,Ground,55,55,80,70,45,15,5,700,"Water Compaction, Sand Veil","Born from a sand mound playfully built by a child, this Pokémon embodies the grudges of the departed."
770,Palossand,Ghost,Ground,85,75,110,100,75,35,13,2500,"Water Compaction, Sand Veil","Possessed people controlled by this Pokémon transformed its sand mound into a castle. As it evolved, its power to curse grew ever stronger."
771,Pyukumuku,Water,,55,60,130,30,130,5,3,12,"Innards Out, Unaware","It’s covered in a slime that keeps its skin moist, allowing it to stay on land for days without drying up."
772,Type-null,Normal,,95,95,95,95,95,59,19,1205,Battle Armor,The heavy control mask it wears suppresses its intrinsic capabilities. This Pokémon has some hidden special power.
773,Silvally,Normal,,95,95,95,95,95,95,23,1005,Rks System,"Its trust in its partner is what awakens it. This Pokémon is capable of changing its type, a flexibility that is well displayed in battle."
774,Minior-red-meteor,Rock,Flying,60,60,100,60,100,60,3,400,Shields Down,"Originally making its home in the ozone layer, it hurtles to the ground when the shell enclosing its body grows too heavy."
775,Komala,Normal,,65,115,65,75,95,65,4,199,Comatose,"It is born asleep, and it dies asleep. All its movements are apparently no more than the results of it tossing and turning in its dreams."
776,Turtonator,Fire,Dragon,60,78,135,91,85,36,20,2120,Shell Armor,The shell on its back is chemically unstable and explodes violently if struck. The hole in its stomach is its weak point.
777,Togedemaru,Electric,Steel,65,98,63,40,73,96,3,33,"Iron Barbs, Lightning Rod","The spiny fur on its back is normally at rest. When this Pokémon becomes agitated, its fur stands on end and stabs into its attackers."
